web_name,Unnamed: 0,Unnamed: 1,minutes,total_points,was_home,opponent_team,appearances,target_home,gameweek,total_points_mean3,minutes_mean3,appearances_mean3,total_points_mean10,minutes_mean10,appearances_mean10,total_points_mean5,minutes_mean5,appearances_mean5,total_points_mean_all,minutes_sum_all,total_points_sum_all,was_home_sum_all,opponent_team_sum_all,appearances_sum_all,opponent_1,opponent_2,opponent_3,opponent_4,opponent_5,opponent_6,opponent_7,opponent_8,opponent_9,opponent_10,opponent_11,opponent_12,opponent_13,opponent_14,opponent_15,opponent_16,opponent_17,opponent_18,opponent_19,opponent_20,opponent_999,team_1,team_3,team_6,team_8,team_11,team_13,team_14,team_20,team_21,team_25,team_31,team_35,team_43,team_56,team_57,team_80,team_88,team_90,team_91,team_110,position_1,position_2,position_3,position_4,target
Kane,402.0,34.0,90.0,5.0,1.0,1.0,1.0,0.0,34.0,7.0,86.0,1.0,5.6,55.2,0.7,4.4,57.6,0.8,6.4444444444444455,2175.0,174.0,18.0,340.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Gomes,406.0,34.0,90.0,4.0,1.0,9.0,1.0,0.0,34.0,4.666666666666667,90.0,1.0,3.7,90.0,1.0,4.0,90.0,1.0,3.0285714285714285,2977.0,106.0,18.0,356.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Prödl,408.0,34.0,90.0,1.0,1.0,9.0,1.0,0.0,34.0,2.333333333333333,90.0,1.0,0.9,58.5,0.7,1.6,63.0,0.8,2.161290322580645,2500.0,67.0,18.0,356.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Kabasele,413.0,34.0,72.0,2.0,1.0,9.0,1.0,0.0,34.0,1.0,33.0,0.6666666666666666,0.4,10.6,0.3,0.8,21.2,0.6,2.2,664.0,33.0,18.0,356.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Capoue,415.0,34.0,72.0,1.0,1.0,9.0,1.0,0.0,34.0,3.6666666666666665,84.0,1.0,2.4,77.1,0.9,2.8,68.4,0.8,3.4705882352941178,2878.0,118.0,18.0,356.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Amrabat,421.0,34.0,84.0,2.0,1.0,9.0,1.0,0.0,34.0,2.333333333333333,71.0,1.0,1.4,43.0,0.7,2.4,70.0,1.0,2.3076923076923075,1833.0,60.0,18.0,356.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Foster,429.0,34.0,90.0,2.0,1.0,8.0,1.0,0.0,34.0,2.0,90.0,1.0,2.2,90.0,1.0,2.8,90.0,1.0,2.9714285714285715,3060.0,104.0,18.0,349.0,34.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Dawson,432.0,34.0,90.0,2.0,1.0,8.0,1.0,0.0,34.0,2.0,90.0,1.0,3.9,86.3,1.0,2.6,90.0,1.0,2.7058823529411766,2916.0,92.0,18.0,349.0,33.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0
McAuley,435.0,34.0,90.0,2.0,1.0,8.0,1.0,0.0,34.0,1.6666666666666667,77.33333333333333,1.0,3.5,82.7,1.0,2.6,75.4,1.0,3.571428571428572,2987.0,125.0,18.0,349.0,34.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Brunt,437.0,34.0,90.0,2.0,1.0,8.0,1.0,0.0,34.0,1.3333333333333333,72.66666666666667,1.0,1.7,75.5,1.0,2.2,79.6,1.0,3.2142857142857144,2117.0,90.0,18.0,349.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
Fletcher,438.0,34.0,22.0,1.0,1.0,8.0,1.0,0.0,34.0,1.6666666666666667,59.0,1.0,2.0,79.7,1.0,2.0,71.4,1.0,2.628571428571429,2871.0,92.0,18.0,349.0,34.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
McClean,443.0,34.0,31.0,1.0,1.0,8.0,1.0,0.0,34.0,1.0,29.0,1.0,1.1,41.7,0.9,0.8,37.6,1.0,1.5483870967741935,1278.0,48.0,18.0,349.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Berahino,447.0,34.0,76.0,2.0,0.0,16.0,1.0,1.0,34.0,1.6666666666666667,74.33333333333333,1.0,1.5,54.3,0.9,1.8,72.4,1.0,1.4375,843.0,23.0,17.0,342.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
Rondón,448.0,34.0,90.0,2.0,1.0,8.0,1.0,0.0,34.0,1.6666666666666667,69.0,1.0,1.4,59.6,1.0,1.4,51.6,1.0,2.9714285714285715,2552.0,104.0,18.0,349.0,34.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0
Adrián,449.0,34.0,90.0,6.0,1.0,6.0,1.0,0.0,34.0,2.0,30.0,0.3333333333333333,0.6,9.0,0.1,1.2,18.0,0.2,3.3076923076923075,1080.0,43.0,17.0,337.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0
Collins,451.0,34.0,90.0,7.0,1.0,6.0,1.0,0.0,34.0,7.666666666666668,90.0,1.0,2.6,45.1,0.6,5.0,90.0,1.0,3.0,1295.0,57.0,17.0,337.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0
Reid,452.0,34.0,90.0,6.0,1.0,6.0,1.0,0.0,34.0,2.0,30.0,0.3333333333333333,1.1,44.0,0.6,1.2,18.0,0.2,3.25,2317.0,91.0,17.0,337.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0
Kouyaté,458.0,34.0,78.0,3.0,1.0,6.0,1.0,0.0,34.0,4.0,86.0,1.0,2.5,87.5,1.0,3.2,87.6,1.0,2.333333333333333,2543.0,70.0,17.0,337.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
Lanzini,461.0,34.0,90.0,3.0,1.0,6.0,1.0,0.0,34.0,2.333333333333333,90.0,1.0,4.7,90.0,1.0,2.0,90.0,1.0,3.6875,2348.0,118.0,17.0,337.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
Nordtveit,464.0,34.0,90.0,3.0,1.0,6.0,1.0,0.0,34.0,1.3333333333333333,33.333333333333336,0.6666666666666666,0.4,10.0,0.2,0.8,20.0,0.4,1.7333333333333334,777.0,26.0,17.0,337.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
Valencia,468.0,34.0,0.0,0.0,0.0,20.0,0.0,1.0,34.0,0.3333333333333333,15.0,0.3333333333333333,1.9,14.4,0.6,0.4,14.0,0.4,2.333333333333333,703.0,49.0,16.0,335.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Denayer,475.0,34.0,0.0,0.0,1.0,2.0,0.0,0.0,34.0,1.0,60.0,0.6666666666666666,1.1,63.0,0.7,1.0,72.0,0.8,2.130434782608696,1769.0,49.0,19.0,376.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0
Negredo,477.0,34.0,75.0,2.0,1.0,15.0,1.0,1.0,34.0,4.0,81.33333333333333,1.0,2.5,65.3,0.9,3.8,69.4,1.0,3.4545454545454546,2601.0,114.0,17.0,360.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0
Doucouré,481.0,34.0,90.0,2.0,1.0,9.0,1.0,0.0,34.0,2.333333333333333,84.0,1.0,2.0,57.4,0.9,2.0,80.0,1.0,1.8235294117647056,992.0,31.0,18.0,356.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Holding,483.0,34.0,90.0,8.0,1.0,11.0,1.0,0.0,34.0,2.6666666666666665,30.0,0.3333333333333333,1.0,18.0,0.2,2.0,36.0,0.4,2.833333333333333,450.0,17.0,17.0,370.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0
Wijnaldum,484.0,34.0,90.0,3.0,1.0,5.0,1.0,0.0,34.0,3.6666666666666665,90.0,1.0,4.4,90.0,1.0,3.6,90.0,1.0,3.575757575757576,2618.0,118.0,17.0,339.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
Gueye,487.0,34.0,45.0,0.0,0.0,20.0,1.0,1.0,34.0,0.6666666666666666,60.0,1.0,2.3,70.1,1.0,1.0,72.0,1.0,2.433333333333333,2366.0,73.0,17.0,369.0,29.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Sané,488.0,34.0,42.0,3.0,0.0,12.0,1.0,1.0,34.0,4.666666666666667,68.66666666666667,1.0,4.5,79.5,1.0,3.8,71.0,1.0,3.652173913043478,1457.0,84.0,16.0,350.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
Guzan,489.0,34.0,90.0,9.0,1.0,15.0,1.0,1.0,34.0,4.0,90.0,1.0,1.2,27.0,0.3,2.4,54.0,0.6,4.142857142857143,540.0,29.0,17.0,360.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Holgate,494.0,34.0,90.0,8.0,0.0,20.0,1.0,1.0,34.0,3.6666666666666665,90.0,1.0,1.4,45.0,0.5,2.8,90.0,1.0,3.2666666666666666,1070.0,49.0,17.0,369.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Llorente,499.0,34.0,58.0,6.0,1.0,14.0,1.0,0.0,34.0,3.0,61.0,1.0,3.4,56.0,0.8,1.8,36.6,0.6,3.8666666666666663,2088.0,116.0,17.0,337.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Stephens,503.0,34.0,90.0,7.0,0.0,9.0,1.0,1.0,34.0,5.0,90.0,1.0,4.6,90.0,1.0,5.0,90.0,1.0,3.333333333333333,1201.0,50.0,16.0,356.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Davies,511.0,34.0,45.0,1.0,0.0,20.0,1.0,1.0,34.0,3.333333333333333,75.0,1.0,2.9,76.8,1.0,2.4,76.0,1.0,2.619047619047619,1249.0,55.0,17.0,369.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Calleri,525.0,34.0,61.0,2.0,1.0,6.0,1.0,0.0,34.0,1.3333333333333333,37.66666666666666,1.0,0.6,15.9,0.5,1.0,22.8,0.8,1.2857142857142858,319.0,18.0,17.0,333.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Fabio,526.0,34.0,37.0,0.0,1.0,15.0,1.0,1.0,34.0,0.3333333333333333,35.333333333333336,1.0,1.8,53.0,0.8,0.2,21.2,0.6,2.6666666666666665,1505.0,56.0,16.0,346.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Fraser,535.0,34.0,71.0,6.0,1.0,12.0,1.0,0.0,34.0,2.6666666666666665,58.66666666666666,1.0,2.7,72.4,1.0,2.2,59.2,1.0,3.48,1544.0,87.0,16.0,365.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0
Manquillo,537.0,34.0,90.0,2.0,1.0,2.0,1.0,0.0,34.0,1.6666666666666667,89.33333333333331,1.0,0.6,32.1,0.5,1.0,64.0,0.8,1.4117647058823528,1079.0,24.0,17.0,340.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0
Janmaat,539.0,34.0,90.0,2.0,1.0,9.0,1.0,0.0,34.0,3.0,90.0,1.0,1.8,61.0,0.9,2.0,80.6,1.0,1.75,1306.0,42.0,17.0,339.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Fernandes,541.0,34.0,90.0,2.0,1.0,6.0,1.0,0.0,34.0,1.6666666666666667,61.66666666666666,1.0,1.1,26.4,0.9,1.4,44.2,1.0,1.12,731.0,28.0,16.0,331.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
Okaka,551.0,34.0,6.0,1.0,1.0,9.0,1.0,0.0,34.0,1.0,12.333333333333336,1.0,1.3,31.5,0.7,1.0,24.0,0.8,2.0625,669.0,33.0,16.0,338.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Mustafi,554.0,34.0,0.0,0.0,1.0,11.0,0.0,0.0,34.0,0.0,0.0,0.0,2.6,54.0,0.6,0.0,18.0,0.2,3.1666666666666665,2004.0,76.0,16.0,335.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0
Mariappa,555.0,34.0,90.0,2.0,1.0,9.0,1.0,0.0,34.0,3.6666666666666665,60.0,0.6666666666666666,1.2,29.2,0.4,2.4,58.4,0.8,2.4,292.0,12.0,16.0,338.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Mawson,557.0,34.0,90.0,6.0,1.0,14.0,1.0,0.0,34.0,3.333333333333333,90.0,1.0,4.0,90.0,1.0,3.2,90.0,1.0,3.208333333333333,2070.0,77.0,16.0,319.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
Ndong,558.0,34.0,90.0,2.0,1.0,2.0,1.0,0.0,34.0,2.0,90.0,1.0,1.7,76.7,1.0,1.8,90.0,1.0,2.0689655172413794,2253.0,60.0,17.0,327.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
Hendrick,559.0,34.0,90.0,1.0,1.0,11.0,1.0,0.0,34.0,2.0,88.33333333333331,1.0,2.1,71.5,0.8,2.8,89.0,1.0,2.3103448275862073,2331.0,67.0,15.0,339.0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
Alonso,560.0,34.0,90.0,6.0,0.0,6.0,1.0,1.0,34.0,3.333333333333333,60.0,0.6666666666666666,3.3,79.3,0.9,4.0,72.0,0.8,5.275862068965517,2423.0,153.0,14.0,307.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0
