bayes_global,3
bayes_team,6
bayes_team_pos,7
element_type,12
minutes_ewma,1
minutes_mean5,1
minutes_mean_all,1
minutes_sum_all,3
opponent_team,10
opponent_team_sum_all,6
target_home,16
target_team,29
team_code,19
total_points_ewma,6
total_points_mean3,2
total_points_mean5,3
total_points_mean_all,10
total_points_std10,5
total_points_sum_all,2
total_points_team_last3,8
total_points_team_mean,21
total_points_team_pos_last3,12
total_points_team_pos_mean,2
was_home,3
was_home_sum_all,4
