bayes_global,2
bayes_team,4
bayes_team_pos,3
element_type,5
target_home,11
target_team,8
team_code,14
total_points_mean_all,8
total_points_std10,1
total_points_sum_all,1
total_points_team_mean,4
total_points_team_pos_last3,1
was_home,1
was_home_sum_all,1
