,team_code,element_type,gameweek,minutes,total_points,was_home,opponent_team,appearances,id,target,target_minutes,target_home,target_team,total_points_mean3,minutes_mean3,appearances_mean3,total_points_mean5,minutes_mean5,appearances_mean5,total_points_mean10,minutes_mean10,appearances_mean10,total_points_std10,total_points_ewma,minutes_ewma,appearances_ewma,total_points_mean_all,minutes_mean_all,appearances_mean_all,minutes_sum_all,total_points_sum_all,was_home_sum_all,opponent_team_sum_all,appearances_sum_all
14,1,1,15,90.0,8.0,2.0,34.0,1.0,485,2.0,90.0,0.0,10.0,0.75,5.625,0.0625,-0.04999999999999982,5.625,0.0625,0.25,5.625,0.0625,2.6832815729997472,0.2668329749238607,5.625,0.0625,3.25,84.375,0.9375,1350.0,52.0,16.0,296.0,15.0
15,1,1,16,90.0,2.0,0.0,10.0,1.0,485,6.0,90.0,0.0,38.0,0.8235294117647061,5.294117647058826,0.05882352941176472,0.023529411764706243,5.294117647058826,0.05882352941176472,0.32352941176470607,5.294117647058826,0.05882352941176472,2.6832815729997472,0.1887816122819319,5.294117647058826,0.05882352941176472,3.176470588235294,84.70588235294117,0.9411764705882353,1440.0,54.0,16.0,306.0,16.0
16,1,1,17,90.0,6.0,0.0,38.0,1.0,485,3.0,90.0,2.0,30.0,1.9999999999999996,5.0,0.05555555555555558,0.6666666666666665,5.0,0.05555555555555558,0.46666666666666634,5.0,0.05555555555555558,2.8284271247461903,0.2868128804892103,5.0,0.05555555555555558,3.3333333333333335,85.0,0.9444444444444444,1530.0,60.0,16.0,344.0,17.0
17,1,1,18,90.0,3.0,2.0,30.0,1.0,485,2.0,90.0,2.0,24.0,0.3508771929824559,4.736842105263165,0.052631578947368474,0.8842105263157896,4.736842105263165,0.052631578947368474,-0.015789473684210797,4.736842105263165,0.052631578947368474,2.6832815729997477,0.24609656016438608,4.736842105263165,0.052631578947368474,3.3157894736842106,85.26315789473684,0.9473684210526315,1620.0,63.0,18.0,374.0,18.0
18,1,1,19,90.0,2.0,2.0,24.0,1.0,485,6.0,90.0,0.0,40.0,0.4166666666666665,4.5,0.050000000000000044,0.9500000000000002,4.5,0.050000000000000044,0.25,4.5,0.050000000000000044,2.6832815729997477,0.16900796904166215,4.5,0.050000000000000044,3.25,85.5,0.95,1710.0,65.0,20.0,398.0,19.0
19,1,1,20,90.0,6.0,0.0,40.0,1.0,485,3.0,90.0,2.0,18.0,0.2857142857142856,4.285714285714292,0.04761904761904767,0.4190476190476189,4.285714285714292,0.04761904761904767,0.11904761904761907,4.285714285714292,0.04761904761904767,2.0493901531919194,0.2685106749967745,4.285714285714292,0.04761904761904767,3.380952380952381,85.71428571428571,0.9523809523809523,1800.0,71.0,20.0,438.0,20.0
20,1,1,21,90.0,3.0,2.0,18.0,1.0,485,2.0,90.0,0.0,28.0,0.30303030303030276,4.0909090909090935,0.045454545454545414,0.6363636363636362,4.0909090909090935,0.045454545454545414,0.23636363636363633,4.0909090909090935,0.045454545454545414,1.8708286933869707,0.22910277210854835,4.0909090909090935,0.045454545454545414,3.3636363636363638,85.9090909090909,0.9545454545454546,1890.0,74.0,22.0,456.0,21.0
21,1,1,22,90.0,2.0,0.0,28.0,1.0,485,6.0,90.0,2.0,14.0,0.36231884057971,3.9130434782608745,0.04347826086956519,-0.10434782608695636,3.9130434782608745,0.04347826086956519,0.29565217391304355,3.9130434782608745,0.04347826086956519,1.6431676725154978,0.15205937352617482,3.9130434782608745,0.04347826086956519,3.3043478260869565,86.08695652173913,0.9565217391304348,1980.0,76.0,22.0,484.0,22.0
22,1,1,23,90.0,6.0,2.0,14.0,1.0,485,5.0,90.0,0.0,16.0,0.25,3.75,0.04166666666666663,0.3833333333333333,3.75,0.04166666666666663,0.5833333333333335,3.75,0.04166666666666663,2.0493901531919194,0.2534799148168725,3.75,0.04166666666666663,3.4166666666666665,86.25,0.9583333333333334,2070.0,82.0,24.0,498.0,23.0
23,1,1,24,90.0,5.0,0.0,16.0,1.0,485,7.0,90.0,2.0,36.0,0.853333333333333,3.5999999999999943,0.040000000000000036,0.9200000000000004,3.5999999999999943,0.040000000000000036,0.8199999999999998,3.5999999999999943,0.040000000000000036,1.8165902124584952,0.30002000826515696,3.5999999999999943,0.040000000000000036,3.48,86.4,0.96,2160.0,87.0,24.0,514.0,24.0
24,1,1,25,90.0,7.0,2.0,36.0,1.0,485,2.0,90.0,2.0,4.0,2.3846153846153846,3.461538461538467,0.038461538461538436,0.9846153846153842,3.461538461538467,0.038461538461538436,0.5846153846153848,3.461538461538467,0.038461538461538436,2.0736441353327724,0.4265721312185291,3.461538461538467,0.038461538461538436,3.6153846153846154,86.53846153846153,0.9615384615384616,2250.0,94.0,26.0,550.0,25.0
25,1,1,26,90.0,2.0,2.0,4.0,1.0,485,2.0,90.0,0.0,24.0,1.1111111111111116,3.3333333333333286,0.03703703703703709,0.844444444444445,3.3333333333333286,0.03703703703703709,0.6444444444444448,3.3333333333333286,0.03703703703703709,2.302172886644268,0.3226483023024529,3.3333333333333286,0.03703703703703709,3.5555555555555554,86.66666666666667,0.9629629629629629,2340.0,96.0,28.0,554.0,26.0
26,1,1,27,90.0,2.0,0.0,24.0,1.0,485,6.0,90.0,2.0,38.0,0.16666666666666652,3.214285714285708,0.0357142857142857,0.9000000000000004,3.214285714285708,0.0357142857142857,0.2999999999999998,3.214285714285708,0.0357142857142857,2.302172886644268,0.22954925350479805,3.214285714285708,0.0357142857142857,3.5,86.78571428571429,0.9642857142857143,2430.0,98.0,28.0,578.0,27.0
27,1,1,28,90.0,6.0,2.0,38.0,1.0,485,3.0,90.0,2.0,12.0,-0.2528735632183907,3.103448275862064,0.03448275862068961,0.8137931034482762,3.103448275862064,0.03448275862068961,0.5137931034482754,3.103448275862064,0.03448275862068961,2.302172886644268,0.3208797677797608,3.103448275862064,0.03448275862068961,3.586206896551724,86.89655172413794,0.9655172413793104,2520.0,104.0,30.0,616.0,28.0
28,1,1,29,90.0,3.0,2.0,12.0,1.0,485,7.0,90.0,0.0,30.0,0.09999999999999964,3.0,0.033333333333333326,0.4333333333333331,3.0,0.033333333333333326,0.6333333333333333,3.0,0.033333333333333326,2.345207879911715,0.2702780876118904,3.0,0.033333333333333326,3.566666666666667,87.0,0.9666666666666667,2610.0,107.0,32.0,628.0,29.0
29,1,1,30,90.0,7.0,0.0,30.0,1.0,485,6.0,90.0,2.0,8.0,-1.7333333333333334,-42.0,-0.46666666666666673,-3.066666666666667,-42.0,-0.4666666666666666,-2.7666666666666666,-42.0,-0.4666666666666667,5.32138539852037,-2.9876415153483684,-41.99999999999999,-0.4666666666666666,7.066666666666666,132.0,1.4666666666666668,2700.0,114.0,32.0,658.0,30.0
30,1,1,31,90.0,6.0,2.0,8.0,1.0,485,6.0,90.0,0.0,6.0,-1.811827956989247,-42.096774193548384,-0.46774193548387105,-2.3451612903225807,-42.096774193548384,-0.46774193548387094,-2.5451612903225804,-42.096774193548384,-0.467741935483871,5.738176130580765,-2.920509944575821,-42.09677419354839,-0.467741935483871,7.14516129032258,132.09677419354838,1.467741935483871,2790.0,120.0,34.0,666.0,31.0
31,1,1,32,90.0,6.0,0.0,6.0,1.0,485,11.0,90.0,0.0,20.0,-0.8854166666666665,-42.1875,-0.46875000000000006,-1.61875,-42.1875,-0.46874999999999994,-2.21875,-42.1875,-0.46875,5.813776741499453,-2.8606916758771264,-42.187500000000014,-0.46874999999999994,7.21875,132.1875,1.46875,2880.0,126.0,34.0,672.0,32.0
32,1,1,33,90.0,11.0,0.0,20.0,1.0,485,3.0,90.0,2.0,32.0,0.22727272727272751,-42.272727272727266,-0.4696969696969697,-0.8393939393939394,-42.272727272727266,-0.46969696969696967,-1.9393939393939394,-42.272727272727266,-0.4696969696969697,7.217058516840216,-2.586280987370651,-42.27272727272728,-0.4696969696969697,7.4393939393939394,132.27272727272725,1.4696969696969697,2970.0,137.0,34.0,692.0,33.0
33,1,1,34,90.0,3.0,2.0,32.0,1.0,485,1.0,90.0,0.0,2.0,-0.7450980392156858,-42.352941176470594,-0.47058823529411764,-0.8117647058823527,-42.352941176470594,-0.4705882352941176,-2.111764705882353,-42.352941176470594,-0.47058823529411764,7.217058516840216,-2.695735435007656,-42.35294117647061,-0.47058823529411764,7.411764705882353,132.3529411764706,1.4705882352941178,3060.0,140.0,36.0,724.0,34.0
34,1,1,35,90.0,1.0,0.0,2.0,1.0,485,2.0,90.0,0.0,34.0,-2.3285714285714287,-42.42857142857143,-0.4714285714285714,-1.9285714285714284,-42.42857142857143,-0.4714285714285714,-2.6285714285714286,-42.42857142857143,-0.4714285714285714,3.781534080237808,-2.8855217351189557,-42.42857142857145,-0.4714285714285714,7.328571428571429,132.42857142857144,1.4714285714285715,3150.0,141.0,36.0,726.0,35.0
35,1,1,36,90.0,2.0,0.0,34.0,1.0,485,16.0,90.0,0.0,26.0,-5.277777777777778,-42.5,-0.4722222222222222,-2.677777777777778,-42.5,-0.4722222222222222,-2.5777777777777775,-42.5,-0.4722222222222222,4.037325847637271,-3.0130367987777182,-42.50000000000003,-0.4722222222222222,7.277777777777778,132.5,1.4722222222222223,3240.0,143.0,36.0,760.0,36.0
